Numero,Alimento,Umidade,Calorias,Proteína,Lipídeos,Colesterol,Carboidrato,Cálcio,Sódio,Tipo,Doencas_Restritivas,Refeicao_Indicada
0,"Bolo, mistura para",1.0,418,6.159420289855073,6.126666666666666,0.0,84.71391304347826,58.879,462.88,Cereais e derivados,Diabetes Tipo 1,Jantar
0,"Bolo, pronto, aipim",34.13366666666667,323,4.416666666666667,12.747666666666667,73.20400000000001,47.864,85.02233333333334,111.00833333333333,Cereais e derivados,Colesterol Alto,Almoço
0,"Bolo, pronto, chocolate",19.276333333333334,410,6.222916666666666,18.472333333333335,76.79766666666667,54.71775,74.58466666666668,283.3,Cereais e derivados,Diabetes Tipo 2,Café da Manhã
17,"Bolo, pronto, coco",29.320333333333334,333,5.666666666666666,11.296333333333331,63.20766666666666,52.276,57.105333333333334,190.33866666666665,Cereais e derivados,Obesidade,Almoço
0,"Bolo, pronto, milho",36.68833333333333,311,4.804166666666667,12.415,81.68733333333334,45.10883333333334,82.58466666666666,133.811,Cereais e derivados,Diabetes Tipo 2,Almoço
0,"Canjica, branca, crua",13.557,357,7.2,0.9710000000000001,0.0,78.06099999999999,1.9646666666666668,0.7896666666666666,Cereais e derivados,Diabetes Tipo 1,Café da Manhã
0,"Canjica, com leite integral",72.49400000000001,112,2.3606000423431395,1.2443333333333335,1.3506666666666665,23.62773329099018,42.562666666666665,27.58666666666667,Cereais e derivados,Nenhuma,Jantar
0,"Cereais, milho, flocos, com sal",9.293333333333335,369,7.291666666666667,1.6033333333333335,0.0,80.835,1.8136666666666665,271.73766666666666,Cereais e derivados,Osteoporose,Café da Manhã
0,"Cereais, milho, flocos, sem sal",11.223333333333334,363,6.875,1.1833333333333333,0.0,80.44833333333334,1.9746666666666666,30.970333333333333,Cereais e derivados,Diabetes Tipo 1,Almoço
0,"Cereais, mingau, milho, infantil",4.703333333333333,394,6.431159420289855,1.0933333333333335,0.0,87.26550724637681,218.80666666666664,399.40333333333336,Cereais e derivados,Nenhuma,Lanche da Tarde
0,"Cereais, mistura para vitamina, trigo, cevada e aveia",4.366666666666666,381,8.895833333333332,2.12,0.0,81.6175,584.2513333333334,1163.2569999999998,Cereais e derivados,Obesidade,Café da Manhã
0,"Cereal matinal, milho",5.526666666666666,365,7.155797101449275,0.9566666666666667,0.0,83.82420289855072,142.92333333333332,654.5433333333334,Cereais e derivados,Nenhuma,Jantar
0,"Cereal matinal, milho, açúcar",4.266666666666667,376,4.742753623188407,0.6666666666666666,0.0,88.84057971014492,56.42333333333334,405.31333333333333,Cereais e derivados,Colesterol Alto,Jantar
0,"Creme de arroz, pó",7.333000000000001,386,7.026949774742127,1.2260000000000002,0.0,83.86938355859121,7.085333333333334,1.0303333333333333,Cereais e derivados,Hipertensão,Jantar
0,"Creme de milho, pó",5.652,333,4.820833333333333,1.639333333333333,0.0,86.1485,323.16333333333336,593.7936666666666,Cereais e derivados,Diabetes Tipo 2,Lanche da Tarde
0,"Curau, milho verde",81.56466666666667,78,2.3606000423431395,1.6369999999999998,4.742,13.944399957656858,52.596000000000004,20.512,Cereais e derivados,Diabetes Tipo 1,Jantar
0,"Curau, milho verde, mistura para",3.9163333333333328,402,2.2229166666666664,13.371333333333334,0.0,79.81641666666667,30.878,222.92566666666667,Cereais e derivados,Diabetes Tipo 1,Almoço
0,"Farinha, de arroz, enriquecida",12.693333333333333,363,1.2693332926432292,0.3,0.0,85.50400004069012,1.1226666666666667,17.101666666666667,Cereais e derivados,Diabetes Tipo 1,Almoço
0,"Farinha, de milho, amarela",11.773333333333333,350,7.1875,1.4666666666666666,0.0,79.07916666666665,1.285,44.93233333333334,Cereais e derivados,Colesterol Alto,Lanche da Tarde
0,"Farinha, de rosca",9.806666666666667,370,11.380999619166056,1.4633333333333332,0.0,75.78566666666666,35.29933333333333,332.5,Cereais e derivados,Doença Celíaca,Almoço
0,"Farinha, de trigo",12.98,360,9.79078260869565,1.366666666666667,0.0,75.09255072463769,17.863333333333333,0.7366666666666667,Cereais e derivados,Diabetes Tipo 2,Lanche da Tarde
0,"Farinha, láctea, de cereais",2.6966666666666668,414,11.87913043478261,5.79,11.2718,77.77086956521738,196.06333333333336,125.07333333333332,Cereais e derivados,Nenhuma,Lanche da Tarde
0,"Lasanha, massa fresca, cozida",59.64633333333333,163,5.8125,1.1583333333333332,0.0,32.52216666666667,9.971666666666666,206.76933333333332,Cereais e derivados,Hipertensão,Lanche da Tarde
0,"Lasanha, massa fresca, crua",44.98566666666667,220,7.008333333333333,1.3376666666666666,0.0,45.05833333333334,16.545666666666666,666.7103333333333,Cereais e derivados,Insuficiência Renal,Jantar
0,"Macarrão, instantâneo",5.973333333333333,435,8.79168,17.236666666666668,0.0,62.431653333333344,17.62666666666667,1515.5266666666666,Cereais e derivados,Obesidade,Almoço
0,"Macarrão, trigo, cru",10.243333333333332,371,9.995652173913044,1.3033333333333335,0.0,77.94434782608695,17.3,7.17,Cereais e derivados,Diabetes Tipo 1,Almoço
0,"Macarrão, trigo, cru, com ovos",10.563333333333333,370,10.320799999999998,1.97,17.567999999999998,76.62253333333335,19.453333333333333,14.74,Cereais e derivados,Osteoporose,Almoço
0,"Milho, amido, cru",12.18333,361,0.5978260869565217,0.0,0.0,87.14884391304349,1.0576666666666668,8.083,Cereais e derivados,Diabetes Tipo 1,Café da Manhã
0,"Milho, fubá, cru",11.453333333333333,353,7.213768115942029,1.9033333333333333,0.0,78.87289855072463,2.6666666666666665,0.0,Cereais e derivados,Diabetes Tipo 2,Almoço
0,"Milho, verde, cru",63.538333333333334,138,6.589583333333334,0.609,0.0,28.555749999999996,1.6123333333333332,1.1156666666666666,Cereais e derivados,Obesidade,Jantar
0,"Milho, verde, enlatado, drenado",76.22333333333334,97,3.2282608695652177,2.353333333333333,0.0,17.135072463768108,2.1673333333333336,260.3499,Cereais e derivados,Colesterol Alto,Lanche da Tarde
0,"Mingau tradicional, pó",8.143333333333333,373,0.5833333333333334,0.37,0.0,89.33666666666667,522.0466666666667,14.855333333333334,Cereais e derivados,Insuficiência Renal,Lanche da Tarde
0,"Pamonha, barra para cozimento, pré-cozida",61.30733333333333,171,2.5520833333333335,4.849666666666667,0.0,30.68491666666667,4.164333333333333,131.993,Cereais e derivados,Hipertensão,Jantar
0,"Pão, aveia, forma",19.916666666666668,343,12.35,5.693333333333334,0.0,59.56666666666666,108.69099999999999,605.7629999999999,Cereais e derivados,Doença Celíaca,Lanche da Tarde
0,"Pão, de soja",26.03333333333333,308,11.343,3.58,0.0,56.510333333333335,90.23733333333332,662.5413333333333,Cereais e derivados,Hipertensão,Almoço
0,"Pão, glúten, forma",40.67333333333334,252,11.950999600092567,2.7266666666666666,0.0,44.11899999999999,155.721,22.045333333333335,Cereais e derivados,Hipertensão,Café da Manhã
0,"Pão, milho, forma",30.416666666666668,292,8.303,3.11,5.685,56.397,77.84866666666666,506.64399999999995,Cereais e derivados,Hipertensão,Lanche da Tarde
0,"Pão, trigo, forma, integral",34.723333333333336,253,9.425166666666666,3.6533333333333338,0.0,49.9415,131.75966666666667,506.1033333333333,Cereais e derivados,Obesidade,Jantar
0,"Pão, trigo, francês",28.483333333333334,299,7.953565217391304,3.1033333333333335,0.0,58.646434782608694,15.753333333333336,647.6733333333334,Cereais e derivados,Doenças Cardíacas,Lanche da Tarde
0,"Pão, trigo, sovado",25.763333333333332,310,8.398,2.84,16.562,61.452,51.617999999999995,430.792,Cereais e derivados,Doença Celíaca,Almoço
0,"Pastel, de carne, cru",34.39833333333333,288,10.74069964059194,8.793,18.200666666666667,42.01663369274139,16.691666666666666,1309.265,Cereais e derivados,Diabetes Tipo 1,Jantar
0,"Pastel, de carne, frito",22.923333333333332,388,10.104199661890666,20.136666666666667,25.336,43.76780033810934,12.554666666666668,1039.8886666666667,Cereais e derivados,Hipertensão,Jantar
0,"Pastel, de queijo, cru",31.28333333333333,308,9.853399670282998,9.634666666666666,14.349000000000002,45.947933663050335,154.698,984.5696666666666,Cereais e derivados,Diabetes Tipo 2,Lanche da Tarde
0,"Pastel, de queijo, frito",17.541,422,8.709599708557128,22.670333333333332,0.0,48.1327336247762,126.12766666666668,821.3823333333333,Cereais e derivados,Doenças Cardíacas,Almoço
0,"Pastel, massa, crua",27.066,310,6.9027,5.477,0.0,57.379633333333324,12.613999999999999,1344.2013333333332,Cereais e derivados,Nenhuma,Almoço
0,"Pastel, massa, frita",0.9690000000000002,569,6.0192000000000005,40.86033333333334,0.0,49.34313333333334,11.265666666666666,1174.6670000000001,Cereais e derivados,Obesidade,Jantar
0,"Pipoca, com óleo de soja, sem sal",2.8190000000000004,448,9.927083333333336,15.940999999999997,0.0,70.31258333333334,2.8253333333333335,4.320333333333334,Cereais e derivados,Diabetes Tipo 1,Almoço
0,"Polenta, pré-cozida",72.74,102,2.291666666666667,0.3033333333333333,0.0,23.311666666666667,1.0939999999999999,441.88933333333335,Cereais e derivados,Doença Celíaca,Café da Manhã
0,"Torrada, pão francês",9.046999999999999,377,10.524100000000002,3.3009999999999997,0.0,74.5559,18.744666666666664,829.4923333333332,Cereais e derivados,Doenças Cardíacas,Jantar
0,"Abóbora, cabotian, cozida",86.354,48,1.44375,0.7293333333333333,0.0,10.760916666666668,7.6256666666666675,1.4516666666666669,"Verduras, hortaliças e derivados",Nenhuma,Lanche da Tarde
0,"Abóbora, cabotian, crua",88.52,38,1.7463768115942029,0.5366666666666667,0.0,8.360289855072468,17.963333333333335,0.0,"Verduras, hortaliças e derivados",Nenhuma,Jantar
0,"Abóbora, menina brasileira, crua",95.69,13,0.6086956521739131,0.0,0.0,3.3013043478260893,8.74,0.0,"Verduras, hortaliças e derivados",Obesidade,Lanche da Tarde
0,"Abóbora, moranga, crua",95.87,12,0.9601449275362318,0.06,0.0,2.6665217391304306,3.0476666666666667,0.0,"Verduras, hortaliças e derivados",Obesidade,Lanche da Tarde
0,"Abóbora, moranga, refogada",92.45733333333334,29,0.39375,0.799,0.0,5.981916666666661,19.08,3.0276666666666667,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Jantar
0,"Abóbora, pescoço, crua",92.493,24,0.6708333333333334,0.11599999999999999,0.0,6.122833333333339,8.808,0.745,"Verduras, hortaliças e derivados",Doença Celíaca,Lanche da Tarde
0,"Abobrinha, italiana, cozida",95.28233333333333,15,1.125,0.19899999999999998,0.0,2.977000000000007,16.725666666666665,0.8326666666666668,"Verduras, hortaliças e derivados",Nenhuma,Café da Manhã
0,"Abobrinha, italiana, crua",93.86333333333334,19,1.141304347826087,0.14,0.0,4.292028985507236,15.126666666666665,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Café da Manhã
0,"Abobrinha, italiana, refogada",93.49166666666667,24,1.06875,0.8213333333333334,0.0,4.18691666666666,20.672,2.209,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Café da Manhã
0,"Abobrinha, paulista, crua",90.85066666666667,30,0.6395833333333333,0.139,0.0,7.867419999999999,18.67,0.5006666666666667,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Acelga, crua",93.18566666666668,20,1.44375,0.106,0.0,4.630916666666657,42.985,1.1806666666666668,"Verduras, hortaliças e derivados",Hipertensão,Café da Manhã
0,"Agrião, cru",93.94333333333334,16,2.6884057971014492,0.23666666666666666,0.0,2.2515942028985423,132.53,7.4623333333333335,"Verduras, hortaliças e derivados",Doença Celíaca,Jantar
0,"Aipo, cru",93.82799999999999,19,0.7583333333333333,0.069,0.0,4.272333333333345,65.22466666666666,9.515666666666666,"Verduras, hortaliças e derivados",Hipertensão,Almoço
0,"Alface, americana, crua",97.16866666666665,8,0.6083333333333334,0.129,0.0,1.7453333333333474,14.444666666666668,7.308333333333333,"Verduras, hortaliças e derivados",Doença Celíaca,Café da Manhã
0,"Alface, crespa, crua",96.09333333333332,10,1.3478260869565217,0.16,0.0,1.6955072463768253,37.98,3.38,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Lanche da Tarde
0,"Alface, lisa, crua",95.0,13,1.6884057971014494,0.12333333333333334,0.0,2.428260869565218,27.513333333333335,4.233333333333333,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Lanche da Tarde
0,"Alface, roxa, crua",95.72833333333334,12,0.90625,0.19166666666666665,0.0,2.4934166666666613,33.82833333333333,7.124333333333333,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Jantar
0,"Alfavaca, crua",90.20766666666667,29,2.658333333333333,0.47633333333333333,0.0,5.240999999999999,258.4976666666667,4.550333333333334,"Verduras, hortaliças e derivados",Colesterol Alto,Lanche da Tarde
0,"Alho, cru",67.54666666666667,113,7.010869565217391,0.22,0.0,23.905797101449277,13.56,5.36,"Verduras, hortaliças e derivados",Doença Celíaca,Jantar
0,"Alho-poró, cru",90.952,31,1.4125,0.1396666666666667,0.0,6.878166666666669,33.61633333333334,1.7623333333333333,"Verduras, hortaliças e derivados",Doenças Cardíacas,Café da Manhã
0,"Almeirão, cru",93.67,18,1.7681159420289856,0.21666666666666667,0.0,3.3352173913043464,19.49533333333333,2.3506666666666667,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Lanche da Tarde
0,"Almeirão, refogado",86.54466666666667,65,1.7041666666666666,4.847,0.0,5.701499999999994,63.40366666666667,14.515,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Batata, baroa, cozida",79.26066666666667,80,0.8520833333333333,0.16633333333333333,0.0,18.947583333333334,11.85,2.0980000000000003,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Lanche da Tarde
0,"Batata, baroa, crua",73.69,100,1.047101449275362,0.17,0.0,23.982898550724638,17.12666666666667,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Batata, doce, cozida",80.425,76,0.6416666666666667,0.08766666666666667,0.0,18.422333333333338,17.153000000000002,2.699,"Verduras, hortaliças e derivados",Osteoporose,Almoço
0,"Batata, doce, crua",69.51333333333334,118,1.257246376811594,0.13333333333333333,0.0,28.19608695652174,21.11,8.773333333333333,"Verduras, hortaliças e derivados",Nenhuma,Almoço
0,"Batata, frita, tipo chips, industrializada",2.6973333333333334,542,5.583333333333332,36.615,0.0,51.22233333333333,11.597666666666667,607.3993333333333,"Verduras, hortaliças e derivados",Colesterol Alto,Jantar
0,"Batata, inglesa, cozida",86.35966666666667,51,1.1645833333333333,0.0,0.0,11.94375,3.52,2.2936666666666667,"Verduras, hortaliças e derivados",Obesidade,Café da Manhã
0,"Batata, inglesa, crua",82.87,64,1.7717391304347823,0.0,0.0,14.688260869565212,3.55,0.0,"Verduras, hortaliças e derivados",Colesterol Alto,Café da Manhã
0,"Batata, inglesa, frita",44.121,267,4.966666666666667,13.108666666666666,0.0,35.64033333333333,6.2763333333333335,1.913,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Jantar
0,"Batata, inglesa, sauté",83.091,67,1.2916666666666667,0.8963333333333333,0.0,14.093000000000005,4.181,8.182,"Verduras, hortaliças e derivados",Doenças Cardíacas,Lanche da Tarde
0,"Berinjela, cozida",94.43166666666667,18,0.6770833333333334,0.14833333333333332,0.0,4.468249999999995,10.771333333333333,1.325,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Jantar
0,"Berinjela, crua",93.80333333333334,19,1.221014492753623,0.1,0.0,4.428985507246369,9.22,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Beterraba, cozida",90.57333333333334,32,1.29375,0.09266666666666667,0.0,7.234916666666663,15.255333333333333,22.761666666666667,"Verduras, hortaliças e derivados",Nenhuma,Almoço
0,"Beterraba, crua",85.98333333333333,48,1.9456521739130435,0.09,0.0,11.111014492753624,18.113333333333333,9.72,"Verduras, hortaliças e derivados",Hipertensão,Café da Manhã
0,"Biscoito, polvilho doce",5.437333333333332,437,1.2916666666666667,12.249,9.385,80.53533333333334,30.454333333333334,97.80133333333333,"Verduras, hortaliças e derivados",Colesterol Alto,Café da Manhã
0,"Brócolis, cozido",92.617,24,2.1333333333333333,0.459,0.0,4.366666666666663,50.754,2.122,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Lanche da Tarde
0,"Brócolis, cru",91.22,25,3.6449275362318847,0.26666666666666666,0.0,4.025072463768115,85.87,3.3333333333333335,"Verduras, hortaliças e derivados",Nenhuma,Jantar
0,"Cará, cozido",78.88466666666666,77,1.5291666666666668,0.11233333333333334,0.0,18.8525,5.168333333333334,1.0063333333333333,"Verduras, hortaliças e derivados",Doença Celíaca,Café da Manhã
0,"Cará, cru",73.69333333333333,95,2.282608695652174,0.1366666666666667,0.0,22.954057971014496,3.9113333333333338,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Caruru, cru",87.61833333333334,34,3.2,0.585,0.0,5.973999999999993,455.3036666666667,13.665,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Jantar
0,"Catalonha, crua",91.76266666666668,23,1.86875,0.2823333333333333,0.0,4.75224999999999,56.79533333333333,9.393666666666666,"Verduras, hortaliças e derivados",Nenhuma,Lanche da Tarde
0,"Catalonha, refogada",87.43266666666666,63,1.95,4.805666666666666,0.0,4.809333333333338,63.22466666666667,24.719333333333335,"Verduras, hortaliças e derivados",Nenhuma,Lanche da Tarde
0,"Cebola, crua",88.92,39,1.7101449275362322,0.08,0.0,8.853188405797098,14,0.5966666666666667,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Cebolinha, crua",93.88,19,1.865942028985507,0.35,0.0,3.370724637681165,79.85333333333334,1.6033333333333335,"Verduras, hortaliças e derivados",Colesterol Alto,Almoço
0,"Cenoura, cozida",91.66300000000001,29,0.8479166666666668,0.21833333333333335,0.0,6.686749999999989,25.617,7.881,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Lanche da Tarde
0,"Cenoura, crua",90.08333333333333,34,1.322463768115942,0.17333333333333334,0.0,7.66,22.54,3.3333333333333335,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Almoço
0,"Chicória, crua",95.13666666666666,13,1.1376811594202898,0.14333333333333334,0.0,2.8533333333333437,44.826666666666675,13.522333333333334,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Jantar
0,"Chuchu, cozido",94.56166666666667,18,0.41458333333333336,0.0,0.0,4.7934166666666655,7.827333333333333,1.8073333333333335,"Verduras, hortaliças e derivados",Colesterol Alto,Café da Manhã
0,"Chuchu, cru",94.83666666666666,16,0.6992753623188407,0.06,0.0,4.137391304347834,11.506666666666668,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Lanche da Tarde
0,"Coentro, folhas desidratadas",10.63,309,20.875,10.386666666666668,0.0,47.955,783.8136666666666,18.255333333333333,"Verduras, hortaliças e derivados",Hipertensão,Café da Manhã
0,"Couve, manteiga, crua",90.9,27,2.873188405797101,0.5466666666666667,0.0,4.333478260869559,130.86599999999999,6.171,"Verduras, hortaliças e derivados",Colesterol Alto,Lanche da Tarde
0,"Couve, manteiga, refogada ",81.52733333333333,90,1.6666666666666667,6.594,0.0,8.707666666666668,177.33233333333337,11.446666666666667,"Verduras, hortaliças e derivados",Hipertensão,Jantar
0,"Couve-flor, crua",92.77,22,1.9057971014492752,0.21333333333333335,0.0,4.517536231884062,17.82,3.436666666666666,"Verduras, hortaliças e derivados",Colesterol Alto,Jantar
0,"Couve-flor, cozida",94.33833333333332,19,1.2395833333333333,0.26933333333333337,0.0,3.8754166666666765,16.144333333333332,1.7876666666666665,"Verduras, hortaliças e derivados",Osteoporose,Jantar
0,"Espinafre, Nova Zelândia, cru",94.03,16,1.996376811594203,0.24333333333333332,0.0,2.5736231884057963,97.50666666666667,17.094833333333334,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Café da Manhã
0,"Espinafre, Nova Zelândia, refogado",86.573,67,2.71875,5.434666666666668,0.0,4.238583333333339,112.38233333333334,47.02433333333334,"Verduras, hortaliças e derivados",Nenhuma,Lanche da Tarde
0,"Farinha, de mandioca, crua",9.386666666666665,360,1.5543478260869565,0.27666666666666667,0.0,87.89898550724637,64.87333333333333,1.0233333333333332,"Verduras, hortaliças e derivados",Hipertensão,Café da Manhã
0,"Farinha, de mandioca, torrada",8.34,365,1.2291666666666667,0.2866666666666667,0.0,89.19416666666666,75.52733333333333,10.31,"Verduras, hortaliças e derivados",Osteoporose,Café da Manhã
0,"Farinha, de puba",9.801,360,1.6166666666666667,0.46900000000000003,0.0,87.28533333333334,41.39566666666666,3.607666666666667,"Verduras, hortaliças e derivados",Hipertensão,Jantar
0,"Fécula, de mandioca",17.766666666666666,330,0.5208333333333333,0.2833333333333334,0.0,81.14916666666667,11.889000000000001,2.449,"Verduras, hortaliças e derivados",Doenças Cardíacas,Café da Manhã
0,"Feijão, broto, cru",87.48133333333334,38,4.166666666666666,0.10266666666666667,0.0,7.758333333333329,14.482666666666667,1.7930000000000001,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Jantar
0,"Inhame, cru",73.31333333333333,96,2.0507246376811596,0.21333333333333335,0.0,23.23260869565217,11.796666666666667,0.0,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Jiló, cru",91.63,27,1.4021739130434783,0.22,0.0,6.191159420289859,19.97,0.0,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Café da Manhã
0,"Jurubeba, crua",66.63533333333334,125,4.4125,3.9096666666666664,0.0,23.059166666666663,151.017,0.7709999999999999,"Verduras, hortaliças e derivados",Obesidade,Lanche da Tarde
0,"Mandioca, cozida",68.68666666666667,125,0.575,0.29833333333333334,0.0,30.09,18.628333333333334,0.9066666666666666,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Mandioca, crua",61.843333333333334,151,1.1304347826086958,0.3,0.0,36.16956521739131,15.19,2.15,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Mandioca, farofa, temperada",6.42,405,2.0625,9.12,0.0,80.30416666666666,65.69233333333334,574.5080000000002,"Verduras, hortaliças e derivados",Obesidade,Jantar
0,"Mandioca, frita",36.565666666666665,300,1.38125,11.195,0.0,50.251416666666664,23.05333333333333,8.936,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Jantar
0,"Manjericão, cru",92.95666666666666,21,1.985507246376812,0.39333333333333337,0.0,3.6444927536231915,210.91666666666666,3.8866666666666667,"Verduras, hortaliças e derivados",Doenças Cardíacas,Jantar
0,"Maxixe, cru",95.06,13,1.391304347826087,0.073,0.0,2.7286956521739105,20.867,10.993,"Verduras, hortaliças e derivados",Hipertensão,Almoço
0,"Mostarda, folha, crua",93.43,18,2.110416666666667,0.16766666666666666,0.0,3.2365833333333267,68.17833333333334,2.8793333333333337,"Verduras, hortaliças e derivados",Colesterol Alto,Lanche da Tarde
0,"Nhoque, batata, cozido",54.954,180,5.8583333333333325,1.9433333333333334,15.077666666666666,36.78,11.421333333333331,7.0680000000000005,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Café da Manhã
0,"Nabo, cru",93.84333333333332,18,1.2028985507246377,0.05333333333333334,0.0,4.147101449275376,42.39333333333334,2.46,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Café da Manhã
0,"Palmito, juçara, em conserva",91.36666666666667,23,1.7916666666666667,0.4033333333333333,0.0,4.328333333333326,58.288999999999994,513.8203333333332,"Verduras, hortaliças e derivados",Diabetes Tipo 1,Café da Manhã
0,"Palmito, pupunha, em conserva",89.444,29,2.4583333333333335,0.45,0.0,5.508999999999997,32.43899999999999,562.6853333333332,"Verduras, hortaliças e derivados",Insuficiência Renal,Almoço
0,"Pão, de queijo, assado",33.736,363,5.120833333333334,24.567333333333334,67.72666666666666,34.2415,102.49366666666667,773.4933333333333,"Verduras, hortaliças e derivados",Hipertensão,Jantar
0,"Pão, de queijo, cru",41.836999999999996,294,3.6479999999999997,13.988666666666667,63.05433333333334,38.51200000000001,87.56366666666668,404.99399999999997,"Verduras, hortaliças e derivados",Diabetes Tipo 2,Almoço
0,"Pepino, cru",96.78666666666668,9,0.8695652173913043,0.0,0.0,2.037101449275353,9.616666666666667,0.0,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Pimentão, amarelo, cru",91.87666666666667,27,1.2246376811594204,0.4366666666666667,0.0,5.9620289855072475,9.61,0.0,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Pimentão, verde, cru",93.52,21,1.0507246376811594,0.15,0.0,4.892608695652178,8.763333333333334,0.0,"Verduras, hortaliças e derivados",Obesidade,Jantar
0,"Pimentão, vermelho, cru",92.90333333333332,23,1.039855072463768,0.1466666666666667,0.0,5.466811594202911,6.37,0.0,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Polvilho, doce",12.583333333333334,351,0.43,0.0,0.0,86.77333333333333,27.413333333333338,1.5766666666666669,"Verduras, hortaliças e derivados",Insuficiência Renal,Almoço
0,"Quiabo, cru",90.57533333333333,29,1.91875,0.299,0.0,6.373916666666666,112.15966666666667,0.891,"Verduras, hortaliças e derivados",Obesidade,Almoço
0,"Rabanete, cru",95.06333333333333,13,1.391304347826087,0.07333333333333335,0.0,2.7253623188405807,20.866666666666667,10.993333333333334,"Verduras, hortaliças e derivados",Osteoporose,Lanche da Tarde
